2.007e+07 935 59.801
2.007e+07 940 59.92
2.007e+07 945 59.979
2.007e+07 950 59.869
2.007e+07 955 59.809
2.007e+07 1000 59.691
2.007e+07 1005 59.886
2.007e+07 1010 59.86
2.007e+07 1015 60.047
2.007e+07 1020 60.166
2.007e+07 1025 60.276
2.007e+07 1030 60.259
2.007e+07 1035 60.234
2.007e+07 1040 60.242
2.007e+07 1045 60.242
2.007e+07 1050 60.183
2.007e+07 1055 60.149
2.007e+07 1100 60.132
2.007e+07 1105 60.157
2.007e+07 1110 60.14
2.007e+07 1115 60.123
2.007e+07 1120 60.166
2.007e+07 1125 60.191
2.007e+07 1130 60.132
2.007e+07 1135 60.174
2.007e+07 1140 60.191
2.007e+07 1145 60.191
2.007e+07 1150 60.208
2.007e+07 1155 60.183
2.007e+07 1200 60.14
2.007e+07 1205 60.166
2.007e+07 1210 60.055
2.007e+07 1215 60.064
2.007e+07 1220 60.064
2.007e+07 1225 60.047
2.007e+07 1230 59.987
2.007e+07 1235 60.021
2.007e+07 1240 60.013
2.007e+07 1245 60.089
2.007e+07 1250 60.123
2.007e+07 1255 60.132
2.007e+07 1300 60.115
2.007e+07 1305 60.098
2.007e+07 1310 60.047
2.007e+07 1315 59.996
2.007e+07 1320 59.911
2.007e+07 1325 59.886
2.007e+07 1330 59.792
2.007e+07 1335 59.784
2.007e+07 1340 59.742
2.007e+07 1345 59.742
2.007e+07 1350 59.665
2.007e+07 1355 59.699
2.007e+07 1400 59.699
2.007e+07 1405 59.513
2.007e+07 1410 59.395
2.007e+07 1415 59.176
2.007e+07 1420 59.049
2.007e+07 1425 59.142
2.007e+07 1430 59.176
2.007e+07 1435 59.1
2.007e+07 1440 59.066
2.007e+07 1445 58.789
2.007e+07 1450 58.805
2.007e+07 1455 58.763
2.007e+07 1500 58.545
2.007e+07 1505 58.612
2.007e+07 1510 58.814
2.007e+07 1515 58.772
2.007e+07 1520 58.763
2.007e+07 1525 58.831
2.007e+07 1530 58.847
2.007e+07 1535 58.931
2.007e+07 1540 59.007
2.007e+07 1545 59.024
2.007e+07 1550 59.117
2.007e+07 1555 59.176
2.007e+07 1600 59.176
2.007e+07 935 58.898
2.007e+07 940 58.906
2.007e+07 945 58.856
2.007e+07 950 59.066
2.007e+07 955 58.974
2.007e+07 1000 59.024
2.007e+07 1005 58.705
2.007e+07 1010 58.596
2.007e+07 1015 58.621
2.007e+07 1020 58.755
2.007e+07 1025 58.671
2.007e+07 1030 58.705
2.007e+07 1035 58.873
2.007e+07 1040 58.763
2.007e+07 1045 58.94
2.007e+07 1050 58.982
2.007e+07 1055 59.15
2.007e+07 1100 59.142
2.007e+07 1105 59.243
2.007e+07 1110 59.235
2.007e+07 1115 59.125
2.007e+07 1120 59.117
2.007e+07 1125 59.159
2.007e+07 1130 59.108
2.007e+07 1135 59.133
2.007e+07 1140 59.15
2.007e+07 1145 59.251
2.007e+07 1150 59.327
2.007e+07 1155 59.243
2.007e+07 1200 59.192
2.007e+07 1205 59.235
2.007e+07 1210 59.226
2.007e+07 1215 59.159
2.007e+07 1220 59.125
2.007e+07 1225 59.142
2.007e+07 1230 59.133
2.007e+07 1235 59.201
2.007e+07 1240 59.209
2.007e+07 1245 59.167
2.007e+07 1250 59.117
2.007e+07 1255 59.133
2.007e+07 1300 59.15
2.007e+07 1305 59.167
2.007e+07 1310 59.15
2.007e+07 1315 59.142
2.007e+07 1320 59.15
2.007e+07 1325 59.007
2.007e+07 1330 59.032
2.007e+07 1335 59.032
2.007e+07 1340 59.083
2.007e+07 1345 58.957
2.007e+07 1350 58.923
2.007e+07 1355 58.982
2.007e+07 1400 59.049
2.007e+07 1405 59.066
2.007e+07 1410 58.999
2.007e+07 1415 59.016
2.007e+07 1420 59.075
2.007e+07 1425 58.99
2.007e+07 1430 59.058
2.007e+07 1435 59.159
2.007e+07 1440 59.041
2.007e+07 1445 59.159
2.007e+07 1450 59.226
2.007e+07 1455 59.353
2.007e+07 1500 59.437
2.007e+07 1505 59.429
2.007e+07 1510 59.462
2.007e+07 1515 59.446
2.007e+07 1520 59.429
2.007e+07 1525 59.395
2.007e+07 1530 59.42
2.007e+07 1535 59.496
2.007e+07 1540 59.606
2.007e+07 1545 59.598
2.007e+07 1550 59.462
2.007e+07 1555 59.395
2.007e+07 1600 59.361
2.007e+07 935 58.931
2.007e+07 940 58.99
2.007e+07 945 58.797
2.007e+07 950 58.873
2.007e+07 955 58.847
2.007e+07 1000 58.705
2.007e+07 1005 58.889
2.007e+07 1010 58.982
2.007e+07 1015 58.957
2.007e+07 1020 58.999
2.007e+07 1025 58.923
2.007e+07 1030 58.931
2.007e+07 1035 58.847
2.007e+07 1040 58.931
2.007e+07 1045 58.923
2.007e+07 1050 58.915
2.007e+07 1055 58.931
2.007e+07 1100 58.78
2.007e+07 1105 58.814
2.007e+07 1110 58.562
2.007e+07 1115 58.545
2.007e+07 1120 58.562
2.007e+07 1125 58.554
2.007e+07 1130 58.328
2.007e+07 1135 58.445
2.007e+07 1140 58.428
2.007e+07 1145 58.478
2.007e+07 1150 58.503
2.007e+07 1155 58.453
2.007e+07 1200 58.512
2.007e+07 1205 58.529
2.007e+07 1210 58.579
2.007e+07 1215 58.646
2.007e+07 1220 58.654
2.007e+07 1225 58.579
2.007e+07 1230 58.612
2.007e+07 1235 58.638
2.007e+07 1240 58.705
2.007e+07 1245 58.721
2.007e+07 1250 58.638
2.007e+07 1255 58.612
2.007e+07 1300 58.621
2.007e+07 1305 58.537
2.007e+07 1310 58.478
2.007e+07 1315 58.503
2.007e+07 1320 58.537
2.007e+07 1325 58.612
2.007e+07 1330 58.646
2.007e+07 1335 58.503
2.007e+07 1340 58.562
2.007e+07 1345 58.604
2.007e+07 1350 58.638
2.007e+07 1355 58.663
2.007e+07 1400 58.671
2.007e+07 1405 58.688
2.007e+07 1410 58.529
2.007e+07 1415 58.596
2.007e+07 1420 58.579
2.007e+07 1425 58.57
2.007e+07 1430 58.579
2.007e+07 1435 58.654
2.007e+07 1440 58.596
2.007e+07 1445 58.545
2.007e+07 1450 58.587
2.007e+07 1455 58.554
2.007e+07 1500 58.503
2.007e+07 1505 58.428
2.007e+07 1510 58.512
2.007e+07 1515 58.453
2.007e+07 1520 58.52
2.007e+07 1525 58.638
2.007e+07 1530 58.654
2.007e+07 1535 58.587
2.007e+07 1540 58.554
2.007e+07 1545 58.654
2.007e+07 1550 58.638
2.007e+07 1555 58.755
2.007e+07 1600 58.596
2.007e+07 935 58.512
2.007e+07 940 58.411
2.007e+07 945 58.596
2.007e+07 950 58.688
2.007e+07 955 58.545
2.007e+07 1000 58.411
2.007e+07 1005 58.52
2.007e+07 1010 58.487
2.007e+07 1015 58.361
2.007e+07 1020 58.236
2.007e+07 1025 58.328
2.007e+07 1030 58.261
2.007e+07 1035 58.353
2.007e+07 1040 58.411
2.007e+07 1045 58.612
2.007e+07 1050 58.495
2.007e+07 1055 58.503
2.007e+07 1100 58.328
2.007e+07 1105 58.403
2.007e+07 1110 58.369
2.007e+07 1115 58.353
2.007e+07 1120 58.512
2.007e+07 1125 58.587
2.007e+07 1130 58.545
2.007e+07 1135 58.503
2.007e+07 1140 58.503
2.007e+07 1145 58.596
2.007e+07 1150 58.596
2.007e+07 1155 58.587
2.007e+07 1200 58.629
2.007e+07 1205 58.562
2.007e+07 1210 58.579
2.007e+07 1215 58.646
2.007e+07 1220 58.587
2.007e+07 1225 58.52
2.007e+07 1230 58.495
2.007e+07 1235 58.529
2.007e+07 1240 58.529
2.007e+07 1245 58.461
2.007e+07 1250 58.503
2.007e+07 1255 58.537
2.007e+07 1300 58.529
2.007e+07 1305 58.445
2.007e+07 1310 58.478
2.007e+07 1315 58.512
2.007e+07 1320 58.512
2.007e+07 1325 58.487
2.007e+07 1330 58.529
2.007e+07 1335 58.629
2.007e+07 1340 58.638
2.007e+07 1345 58.713
2.007e+07 1350 58.831
2.007e+07 1355 58.831
2.007e+07 1400 58.856
2.007e+07 1405 58.814
2.007e+07 1410 58.906
2.007e+07 1415 58.923
2.007e+07 1420 58.974
2.007e+07 1425 58.982
2.007e+07 1430 58.999
2.007e+07 1435 58.931
2.007e+07 1440 58.923
2.007e+07 1445 58.873
2.007e+07 1450 58.873
2.007e+07 1455 58.839
2.007e+07 1500 58.797
2.007e+07 1505 58.881
2.007e+07 1510 58.965
2.007e+07 1515 59.108
2.007e+07 1520 59.041
2.007e+07 1525 59.049
2.007e+07 1530 58.982
2.007e+07 1535 59.049
2.007e+07 1540 58.948
2.007e+07 1545 59.007
2.007e+07 1550 58.974
2.007e+07 1555 59.007
2.007e+07 1600 58.94
2.007e+07 935 59.032
2.007e+07 940 59.142
2.007e+07 945 58.974
2.007e+07 950 58.856
2.007e+07 955 58.948
2.007e+07 1000 58.898
2.007e+07 1005 58.814
2.007e+07 1010 58.873
2.007e+07 1015 58.839
2.007e+07 1020 58.873
2.007e+07 1025 59.007
2.007e+07 1030 59.066
2.007e+07 1035 59.066
2.007e+07 1040 59.184
2.007e+07 1045 59.1
2.007e+07 1050 59.032
2.007e+07 1055 59.007
2.007e+07 1100 58.982
2.007e+07 1105 59.041
2.007e+07 1110 58.974
2.007e+07 1115 58.915
2.007e+07 1120 58.797
2.007e+07 1125 58.721
2.007e+07 1130 58.612
2.007e+07 1135 58.663
2.007e+07 1140 58.679
2.007e+07 1145 58.478
2.007e+07 1150 58.503
2.007e+07 1155 58.52
2.007e+07 1200 58.42
2.007e+07 1205 58.445
2.007e+07 1210 58.453
2.007e+07 1215 58.503
2.007e+07 1220 58.52
2.007e+07 1225 58.403
2.007e+07 1230 58.386
2.007e+07 1235 58.403
2.007e+07 1240 58.361
2.007e+07 1245 58.512
2.007e+07 1250 58.47
2.007e+07 1255 58.487
2.007e+07 1300 58.47
2.007e+07 1305 58.487
2.007e+07 1310 58.478
2.007e+07 1315 58.621
2.007e+07 1320 58.654
2.007e+07 1325 58.621
2.007e+07 1330 58.596
2.007e+07 1335 58.705
2.007e+07 1340 58.663
2.007e+07 1345 58.747
2.007e+07 1350 58.763
2.007e+07 1355 58.747
